Creek,Watershed,Mean_NDVI,WY
DC 110 (Deer Creek Ranch),Yuba/Deer,0.6291999817,2011
EF NF American,American,0.8059999943,2012
Fulda,American,0.7506999969,2012
S Fk Silver,American,0.4194999933,2012
Onion,American,0.6783000231,2012
Onion V,American,0.8490999937,2012
Traverse,American,0.5076000094,2012
CEDEN Monumental Creek,American,0.7537000179,2012
Lyons Cr,American,0.6205000281,2012
Jones Fork Silver Cr,American,0.703700006,2012
American R (Middle Fork),American,0.7186999917,2012
CEDEN Pilot Creek 0.7mi below Plum Cr.,American,0.7936000228,2012
CEDEN Monumental Creek ~2.1mi above EF NF of NF American R.,American,0.7537000179,2012
CEDEN Silver Fork American River at Silver Fork Rd.,American,0.5957999825,2012
CEDEN Cold Stream ~0.9mi below Rice Cyn. Cr.,American,0.5712000132,2012
BR 10 (headwaters),Bear,0.7215999961,2012
BR 22 (Steephollow),Bear,0.7305999994,2012
BR 55 (Dry Creek Spenceville),Bear,0.3226000071,2012
Above Jackrabbit Bridge,Burney Cr,0.6748999953,2012
Cat,Cosumnes,0.7893000245,2012
Cosumnes,Cosumnes,0.8303999901,2012
Consumnes R (North Fork),Cosumnes,0.7074000239,2012
CEDEN Grizzly Creek above Grizzly Forebay,Feather,0.7081000209,2012
CEDEN Spanish Creek below Greenhorn Creek,Feather,0.6385999918,2012
Below Twin Bridges CG,Hat Cr,0.5519000292,2012
Above Moose Camp,Hatchet Cr,0.8054999709,2012
Below Lassen Cr C.G.,LassenCr,0.6054999828,2012
Nelson,MF Feather,0.8062999845,2012
EF Nelson,MF Feather,0.6960999966,2012
Cascade Cr,MF Feather,0.8409000039,2012
Sulfur Cr,MF Feather,0.5314999819,2012
Jameson Cr,MF Feather,0.6915000081,2012
Onion Valley Cr,MF Feather,0.828700006,2012
Poplar Cr,MF Feather,0.6402000189,2012
Nelson Cr,MF Feather,0.7925000191,2012
McCloud,McCloud,0.746999979,2012
Moosehead,McCloud,0.8715000153,2012
OC 10 (Oregon Creek),Middle Yuba,0.7017999887,2012
Warner,NF Feather,0.6159999967,2012
Grassy Swale,NF Feather,0.679799974,2012
Meadow Valley Cr,NF Feather,0.4778000116,2012
Spanish Cr,NF Feather,0.6503999829,2012
Wolf Cr,NF Feather,0.6675000191,2012
Butt Cr,NF Feather,0.6977999806,2012
Feather R (North Fork),NF Feather,0.6909000278,2012
Below Jess Valley Bridge,Pit R (South Fork),0.3334999979,2012
Butte,Sacramento,0.7425000072,2012
Willow Butte,Sacramento,0.7030000091,2012
Deer Cr,Sacramento,0.7612000108,2012
Mill Cr,Sacramento,0.7332000136,2012
Martin Cr,Sacramento,0.5978000164,2012
CEDEN Big Chico Creek ~1.6mi below Ponderosa Way,Sacramento,0.7016000152,2012
Clark Fork of Stanislaus R,Stanislaus,0.6351000071,2012
Arnot Cr,Stanislaus,0.5778999925,2012
CEDEN Arnot Cr 1,Stanislaus,0.6557000279,2012
CEDEN Coyote Creek Natural Bridges,Stanislaus,0.4844000041,2012
Jawbone Cr,Tuolumne,0.7667000294,2012
CEDEN Jawbone Creek ~0.9mi above Crane Cr.,Tuolumne,0.7473999858,2012
CEDEN Jawbone Creek ~1.8mi below Crane Cr.,Tuolumne,0.6130999923,2012
"CEDEN Tuolumne River, NF ~0.6mi below Basin Cr.",Tuolumne,0.7214999795,2012
Fall,Yuba,0.7702999711,2012
Haypress,Yuba,0.7734000087,2012
Pauley,Yuba,0.8324999809,2012
North Yuba,Yuba,0.7804999948,2012
Middle Yuba @Foote Xing,Yuba,0.7961000204,2012
Rock,Yuba,0.8578000069,2012
Shady,Yuba,0.6374999881,2012
CEDEN Oregon Creek,Yuba,0.7860999703,2012
Oregon Cr (actually appears to be Millers Creek),Yuba,0.8331999779,2012
Fall Cr,Yuba,0.8350999951,2012
CEDEN Oregon Creek 0.85 mi d/s Gale Cr.,Yuba,0.7860999703,2012
CEDEN Lincoln Creek,Yuba,0.6265000105,2012
CEDEN Slate Creek (USFS),Yuba,0.7077000141,2012
DC 10 (headwaters),Yuba/Deer,0.8450999856,2012
DC 20 (Willow Valley Rd),Yuba/Deer,0.7922000289,2012
DC 26 (Little Deer Creek),Yuba/Deer,0.6883999705,2012
DC 40 (WWTP),Yuba/Deer,0.7907999754,2012
DC 80 (b4 LWW),Yuba/Deer,0.6707000136,2012
DC 116 (Squirrel b4 Deer),Yuba/Deer,0.605799973,2012
DC 110 (Deer Creek Ranch),Yuba/Deer,0.5928000212,2012
EF NF American,American,0.8521999717,2013
Fulda,American,0.8355000019,2013
S Fk Silver,American,0.4704000056,2013
Onion,American,0.753099978,2013
Onion V,American,0.8266999722,2013
Traverse,American,0.4740999937,2013
CEDEN Monumental Creek,American,0.7972000241,2013
Lyons Cr,American,0.6227999926,2013
Jones Fork Silver Cr,American,0.6374999881,2013
American R (Middle Fork),American,0.7141000032,2013
CEDEN Pilot Creek 0.7mi below Plum Cr.,American,0.7811999917,2013
CEDEN Monumental Creek ~2.1mi above EF NF of NF American R.,American,0.7972000241,2013
CEDEN Silver Fork American River at Silver Fork Rd.,American,0.5814999938,2013
CEDEN Cold Stream ~0.9mi below Rice Cyn. Cr.,American,0.5522999763,2013
BR 10 (headwaters),Bear,0.6671000123,2013
BR 22 (Steephollow),Bear,0.7264000177,2013
BR 55 (Dry Creek Spenceville),Bear,0.3610999882,2013
Above Jackrabbit Bridge,Burney Cr,0.744599998,2013
Cat,Cosumnes,0.8069000244,2013
Cosumnes,Cosumnes,0.8123000264,2013
Consumnes R (North Fork),Cosumnes,0.7024999857,2013
CEDEN Grizzly Creek above Grizzly Forebay,Feather,0.7807999849,2013
CEDEN Spanish Creek below Greenhorn Creek,Feather,0.7027000189,2013
Below Twin Bridges CG,Hat Cr,0.6043000221,2013
Above Moose Camp,Hatchet Cr,0.7580999732,2013
Below Lassen Cr C.G.,LassenCr,0.7178000212,2013
Nelson,MF Feather,0.8368999958,2013
EF Nelson,MF Feather,0.7103999853,2013
Cascade Cr,MF Feather,0.8486999869,2013
Sulfur Cr,MF Feather,0.5654000044,2013
Jameson Cr,MF Feather,0.7315999866,2013
Onion Valley Cr,MF Feather,0.8357999921,2013
Poplar Cr,MF Feather,0.6535999775,2013
Nelson Cr,MF Feather,0.7983999848,2013
McCloud,McCloud,0.7930999994,2013
Moosehead,McCloud,0.8855999708,2013
OC 10 (Oregon Creek),Middle Yuba,0.7419000268,2013
Warner,NF Feather,0.6823999882,2013
Grassy Swale,NF Feather,0.7418000102,2013
Meadow Valley Cr,NF Feather,0.6277999878,2013
Spanish Cr,NF Feather,0.6711999774,2013
Wolf Cr,NF Feather,0.7282000184,2013
Butt Cr,NF Feather,0.7038000226,2013
Feather R (North Fork),NF Feather,0.6089000106,2013
Below Jess Valley Bridge,Pit R (South Fork),0.3842999935,2013
Butte,Sacramento,0.8055999875,2013
Willow Butte,Sacramento,0.7026000023,2013
Deer Cr,Sacramento,0.7016999722,2013
Mill Cr,Sacramento,0.7235999703,2013
Martin Cr,Sacramento,0.6072000265,2013
CEDEN Big Chico Creek ~1.6mi below Ponderosa Way,Sacramento,0.6578000188,2013
Clark Fork of Stanislaus R,Stanislaus,0.6657000184,2013
Arnot Cr,Stanislaus,0.5863000154,2013
CEDEN Arnot Cr 1,Stanislaus,0.5976999998,2013
CEDEN Coyote Creek Natural Bridges,Stanislaus,0.4548999965,2013
Jawbone Cr,Tuolumne,0.1630000025,2013
CEDEN Jawbone Creek ~0.9mi above Crane Cr.,Tuolumne,0.2424000055,2013
CEDEN Jawbone Creek ~1.8mi below Crane Cr.,Tuolumne,0.2745000124,2013
"CEDEN Tuolumne River, NF ~0.6mi below Basin Cr.",Tuolumne,0.7218999863,2013
Fall,Yuba,0.7592999935,2013
Haypress,Yuba,0.763899982,2013
Pauley,Yuba,0.8837000132,2013
North Yuba,Yuba,0.7034000158,2013
Middle Yuba @Foote Xing,Yuba,0.7735999823,2013
Rock,Yuba,0.8565999866,2013
Shady,Yuba,0.7297999859,2013
CEDEN Oregon Creek,Yuba,0.8231999874,2013
Oregon Cr (actually appears to be Millers Creek),Yuba,0.8630999923,2013
Fall Cr,Yuba,0.8184000254,2013
CEDEN Oregon Creek 0.85 mi d/s Gale Cr.,Yuba,0.8231999874,2013
CEDEN Lincoln Creek,Yuba,0.6460000277,2013
CEDEN Slate Creek (USFS),Yuba,0.6441000104,2013
DC 10 (headwaters),Yuba/Deer,0.8716999888,2013
DC 20 (Willow Valley Rd),Yuba/Deer,0.7904000282,2013
DC 26 (Little Deer Creek),Yuba/Deer,0.7350999713,2013
DC 40 (WWTP),Yuba/Deer,0.7785999775,2013
DC 80 (b4 LWW),Yuba/Deer,0.6480000019,2013
DC 116 (Squirrel b4 Deer),Yuba/Deer,0.6187000275,2013
DC 110 (Deer Creek Ranch),Yuba/Deer,0.6359999776,2013
EF NF American,American,0.8550000191,2014
Fulda,American,0.7827000022,2014
S Fk Silver,American,0.4650999904,2014
Onion,American,0.7038999796,2014
Onion V,American,0.8355000019,2014
Traverse,American,0.5454000235,2014
CEDEN Monumental Creek,American,0.7813000083,2014
Lyons Cr,American,0.5749999881,2014
Jones Fork Silver Cr,American,0.7056999803,2014
American R (Middle Fork),American,0.7233999968,2014
CEDEN Pilot Creek 0.7mi below Plum Cr.,American,0.5618000031,2014
CEDEN Monumental Creek ~2.1mi above EF NF of NF American R.,American,0.7813000083,2014
CEDEN Silver Fork American River at Silver Fork Rd.,American,0.6547999978,2014
CEDEN Cold Stream ~0.9mi below Rice Cyn. Cr.,American,0.5852000117,2014
BR 10 (headwaters),Bear,0.6830000281,2014
BR 22 (Steephollow),Bear,0.7150999904,2014
BR 55 (Dry Creek Spenceville),Bear,0.3436000049,2014
Above Jackrabbit Bridge,Burney Cr,0.6542000175,2014
Cat,Cosumnes,0.7680000067,2014
Cosumnes,Cosumnes,0.761500001,2014
Consumnes R (North Fork),Cosumnes,0.7163000107,2014
CEDEN Grizzly Creek above Grizzly Forebay,Feather,0.8112000227,2014
CEDEN Spanish Creek below Greenhorn Creek,Feather,0.6510999799,2014
Below Twin Bridges CG,Hat Cr,0.5882999897,2014
Above Moose Camp,Hatchet Cr,0.7559000254,2014
Below Lassen Cr C.G.,LassenCr,0.5975000262,2014
Nelson,MF Feather,0.8116000295,2014
EF Nelson,MF Feather,0.6912000179,2014
Cascade Cr,MF Feather,0.804099977,2014
Sulfur Cr,MF Feather,0.6779000163,2014
Jameson Cr,MF Feather,0.6927000284,2014
Onion Valley Cr,MF Feather,0.8052999973,2014
Poplar Cr,MF Feather,0.6987000108,2014
Nelson Cr,MF Feather,0.798600018,2014
McCloud,McCloud,0.715200007,2014
Moosehead,McCloud,0.8625000119,2014
OC 10 (Oregon Creek),Middle Yuba,0.7221000195,2014
Warner,NF Feather,0.6399999857,2014
Grassy Swale,NF Feather,0.6963000298,2014
Meadow Valley Cr,NF Feather,0.5327000022,2014
Spanish Cr,NF Feather,0.6678000093,2014
Wolf Cr,NF Feather,0.6679999828,2014
Butt Cr,NF Feather,0.6911000013,2014
Feather R (North Fork),NF Feather,0.6633999944,2014
Below Jess Valley Bridge,Pit R (South Fork),0.3564999998,2014
Butte,Sacramento,0.7766000032,2014
Willow Butte,Sacramento,0.7141000032,2014
Deer Cr,Sacramento,0.6255999804,2014
Mill Cr,Sacramento,0.72299999,2014
Martin Cr,Sacramento,0.5860000253,2014
CEDEN Big Chico Creek ~1.6mi below Ponderosa Way,Sacramento,0.6126000285,2014
Clark Fork of Stanislaus R,Stanislaus,0.6478999853,2014
Arnot Cr,Stanislaus,0.6485000253,2014
CEDEN Arnot Cr 1,Stanislaus,0.7336000204,2014
CEDEN Coyote Creek Natural Bridges,Stanislaus,0.470600009,2014
Jawbone Cr,Tuolumne,0.3939999938,2014
CEDEN Jawbone Creek ~0.9mi above Crane Cr.,Tuolumne,0.2779999971,2014
CEDEN Jawbone Creek ~1.8mi below Crane Cr.,Tuolumne,0.3531000018,2014
"CEDEN Tuolumne River, NF ~0.6mi below Basin Cr.",Tuolumne,0.644299984,2014
Fall,Yuba,0.8011000156,2014
Haypress,Yuba,0.7825000286,2014
Pauley,Yuba,0.8206999898,2014
North Yuba,Yuba,0.7228000164,2014
Middle Yuba @Foote Xing,Yuba,0.7382000089,2014
Rock,Yuba,0.8896999955,2014
Shady,Yuba,0.6675999761,2014
CEDEN Oregon Creek,Yuba,0.7713000178,2014
Oregon Cr (actually appears to be Millers Creek),Yuba,0.8062999845,2014
Fall Cr,Yuba,0.706700027,2014
CEDEN Oregon Creek 0.85 mi d/s Gale Cr.,Yuba,0.7713000178,2014
CEDEN Lincoln Creek,Yuba,0.6509000063,2014
CEDEN Slate Creek (USFS),Yuba,0.7484999895,2014
DC 10 (headwaters),Yuba/Deer,0.8535000086,2014
DC 20 (Willow Valley Rd),Yuba/Deer,0.7843000293,2014
DC 26 (Little Deer Creek),Yuba/Deer,0.7286000252,2014
DC 40 (WWTP),Yuba/Deer,0.7853999734,2014
DC 80 (b4 LWW),Yuba/Deer,0.6389999986,2014
DC 116 (Squirrel b4 Deer),Yuba/Deer,0.5964000225,2014
DC 110 (Deer Creek Ranch),Yuba/Deer,0.5832999945,2014
EF NF American,American,0.8051999807,2015
Fulda,American,0.7167000175,2015
S Fk Silver,American,0.4316999912,2015
Onion,American,0.7301999927,2015
Onion V,American,0.7870000005,2015
Traverse,American,0.466899991,2015
CEDEN Monumental Creek,American,0.7174999714,2015
Lyons Cr,American,0.5744000077,2015
Jones Fork Silver Cr,American,0.6696000099,2015
American R (Middle Fork),American,0.7426000237,2015
CEDEN Pilot Creek 0.7mi below Plum Cr.,American,0.5281000137,2015
CEDEN Monumental Creek ~2.1mi above EF NF of NF American R.,American,0.7174999714,2015
CEDEN Silver Fork American River at Silver Fork Rd.,American,0.5820999742,2015
CEDEN Cold Stream ~0.9mi below Rice Cyn. Cr.,American,0.5496000051,2015
BR 10 (headwaters),Bear,0.7014999986,2015
BR 22 (Steephollow),Bear,0.7131999731,2015
BR 55 (Dry Creek Spenceville),Bear,0.3506000042,2015
Above Jackrabbit Bridge,Burney Cr,0.646600008,2015
Cat,Cosumnes,0.7495999932,2015
Cosumnes,Cosumnes,0.7817000151,2015
Consumnes R (North Fork),Cosumnes,0.6866000295,2015
CEDEN Grizzly Creek above Grizzly Forebay,Feather,0.736100018,2015
CEDEN Spanish Creek below Greenhorn Creek,Feather,0.6255999804,2015
Below Twin Bridges CG,Hat Cr,0.5487999916,2015
Above Moose Camp,Hatchet Cr,0.7468000054,2015
Below Lassen Cr C.G.,LassenCr,0.6238999963,2015
Nelson,MF Feather,0.8032000065,2015
EF Nelson,MF Feather,0.6722999811,2015
Cascade Cr,MF Feather,0.8343999982,2015
Sulfur Cr,MF Feather,0.5478000045,2015
Jameson Cr,MF Feather,0.7221000195,2015
Onion Valley Cr,MF Feather,0.8463000059,2015
Poplar Cr,MF Feather,0.6776999831,2015
Nelson Cr,MF Feather,0.7797999978,2015
McCloud,McCloud,0.719900012,2015
Moosehead,McCloud,0.8513000011,2015
OC 10 (Oregon Creek),Middle Yuba,0.6825000048,2015
Warner,NF Feather,0.5868999958,2015
Grassy Swale,NF Feather,0.6639999747,2015
Meadow Valley Cr,NF Feather,0.611100018,2015
Spanish Cr,NF Feather,0.622699976,2015
Wolf Cr,NF Feather,0.6911000013,2015
Butt Cr,NF Feather,0.6626999974,2015
Feather R (North Fork),NF Feather,0.6642000079,2015
Below Jess Valley Bridge,Pit R (South Fork),0.3151000142,2015
Butte,Sacramento,0.7427999973,2015
Willow Butte,Sacramento,0.679700017,2015
Deer Cr,Sacramento,0.6089000106,2015
Mill Cr,Sacramento,0.6974999905,2015
Martin Cr,Sacramento,0.5504000187,2015
CEDEN Big Chico Creek ~1.6mi below Ponderosa Way,Sacramento,0.6097999811,2015
Clark Fork of Stanislaus R,Stanislaus,0.6459000111,2015
Arnot Cr,Stanislaus,0.6254000068,2015
CEDEN Arnot Cr 1,Stanislaus,0.6291999817,2015
CEDEN Coyote Creek Natural Bridges,Stanislaus,0.4449999928,2015
Jawbone Cr,Tuolumne,0.4144000113,2015
CEDEN Jawbone Creek ~0.9mi above Crane Cr.,Tuolumne,0.2709999979,2015
CEDEN Jawbone Creek ~1.8mi below Crane Cr.,Tuolumne,0.2775999904,2015
"CEDEN Tuolumne River, NF ~0.6mi below Basin Cr.",Tuolumne,0.6509000063,2015
Fall,Yuba,0.7814999819,2015
Haypress,Yuba,0.7616000175,2015
Pauley,Yuba,0.8255000114,2015
North Yuba,Yuba,0.6947000027,2015
Middle Yuba @Foote Xing,Yuba,0.7954000235,2015
Rock,Yuba,0.8312000036,2015
Shady,Yuba,0.5745999813,2015
CEDEN Oregon Creek,Yuba,0.7678999901,2015
Oregon Cr (actually appears to be Millers Creek),Yuba,0.8143000007,2015
Fall Cr,Yuba,0.7188000083,2015
CEDEN Oregon Creek 0.85 mi d/s Gale Cr.,Yuba,0.7678999901,2015
CEDEN Lincoln Creek,Yuba,0.6341000199,2015
CEDEN Slate Creek (USFS),Yuba,0.6614000201,2015
DC 10 (headwaters),Yuba/Deer,0.8574000001,2015
DC 20 (Willow Valley Rd),Yuba/Deer,0.7612000108,2015
DC 26 (Little Deer Creek),Yuba/Deer,0.6561999917,2015
DC 40 (WWTP),Yuba/Deer,0.7871000171,2015
DC 80 (b4 LWW),Yuba/Deer,0.6559000015,2015
DC 116 (Squirrel b4 Deer),Yuba/Deer,0.6011999846,2015
DC 110 (Deer Creek Ranch),Yuba/Deer,0.6000999808,2015
EF NF American,American,0.8065000176,2016
Fulda,American,0.7311999798,2016
S Fk Silver,American,0.5042999983,2016
Onion,American,0.6836000085,2016
Onion V,American,0.8141999841,2016
Traverse,American,0.5249999762,2016
CEDEN Monumental Creek,American,0.7493000031,2016
Lyons Cr,American,0.6017000079,2016
Jones Fork Silver Cr,American,0.6855000257,2016
American R (Middle Fork),American,0.728399992,2016
CEDEN Pilot Creek 0.7mi below Plum Cr.,American,0.391900003,2016
CEDEN Monumental Creek ~2.1mi above EF NF of NF American R.,American,0.7493000031,2016
CEDEN Silver Fork American River at Silver Fork Rd.,American,0.6378999949,2016
CEDEN Cold Stream ~0.9mi below Rice Cyn. Cr.,American,0.5444999933,2016
BR 10 (headwaters),Bear,0.7081999779,2016
BR 22 (Steephollow),Bear,0.7074999809,2016
BR 55 (Dry Creek Spenceville),Bear,0.3558999896,2016
Above Jackrabbit Bridge,Burney Cr,0.6643999815,2016
Cat,Cosumnes,0.7566999793,2016
Cosumnes,Cosumnes,0.7670000196,2016
Consumnes R (North Fork),Cosumnes,0.728399992,2016
CEDEN Grizzly Creek above Grizzly Forebay,Feather,0.7659000158,2016
CEDEN Spanish Creek below Greenhorn Creek,Feather,0.6675000191,2016
Below Twin Bridges CG,Hat Cr,0.5590000153,2016
Above Moose Camp,Hatchet Cr,0.7595000267,2016
Below Lassen Cr C.G.,LassenCr,0.6082999706,2016
Nelson,MF Feather,0.7965000272,2016
EF Nelson,MF Feather,0.7274000049,2016
Cascade Cr,MF Feather,0.7764000297,2016
Sulfur Cr,MF Feather,0.5160999894,2016
Jameson Cr,MF Feather,0.7141000032,2016
Onion Valley Cr,MF Feather,0.8245999813,2016
Poplar Cr,MF Feather,0.711499989,2016
Nelson Cr,MF Feather,0.809400022,2016
McCloud,McCloud,0.7148000002,2016
Moosehead,McCloud,0.8199999928,2016
OC 10 (Oregon Creek),Middle Yuba,0.7064999938,2016
Warner,NF Feather,0.6067000031,2016
Grassy Swale,NF Feather,0.6834999919,2016
Meadow Valley Cr,NF Feather,0.6345000267,2016
Spanish Cr,NF Feather,0.6647999883,2016
Wolf Cr,NF Feather,0.647300005,2016
Butt Cr,NF Feather,0.5784000158,2016
Feather R (North Fork),NF Feather,0.6769999862,2016
Below Jess Valley Bridge,Pit R (South Fork),0.3136000037,2016
Butte,Sacramento,0.7461000085,2016
Willow Butte,Sacramento,0.6832000017,2016
Deer Cr,Sacramento,0.6488000154,2016
Mill Cr,Sacramento,0.7250999808,2016
Martin Cr,Sacramento,0.5358999968,2016
CEDEN Big Chico Creek ~1.6mi below Ponderosa Way,Sacramento,0.6679000258,2016
Clark Fork of Stanislaus R,Stanislaus,0.6190999746,2016
Arnot Cr,Stanislaus,0.6579999924,2016
CEDEN Arnot Cr 1,Stanislaus,0.6579999924,2016
CEDEN Coyote Creek Natural Bridges,Stanislaus,0.4605000019,2016
Jawbone Cr,Tuolumne,0.4456999898,2016
CEDEN Jawbone Creek ~0.9mi above Crane Cr.,Tuolumne,0.2894000113,2016
CEDEN Jawbone Creek ~1.8mi below Crane Cr.,Tuolumne,0.3037999868,2016
"CEDEN Tuolumne River, NF ~0.6mi below Basin Cr.",Tuolumne,0.685100019,2016
Fall,Yuba,0.7505999804,2016
Haypress,Yuba,0.7860999703,2016
Pauley,Yuba,0.8531000018,2016
North Yuba,Yuba,0.7282000184,2016
Middle Yuba @Foote Xing,Yuba,0.7803999782,2016
Rock,Yuba,0.8428999782,2016
Shady,Yuba,0.6600999832,2016
CEDEN Oregon Creek,Yuba,0.7922000289,2016
Oregon Cr (actually appears to be Millers Creek),Yuba,0.8245999813,2016
Fall Cr,Yuba,0.6985999942,2016
CEDEN Oregon Creek 0.85 mi d/s Gale Cr.,Yuba,0.7922000289,2016
CEDEN Lincoln Creek,Yuba,0.6025000215,2016
CEDEN Slate Creek (USFS),Yuba,0.7193999887,2016
DC 10 (headwaters),Yuba/Deer,0.8396999836,2016
DC 20 (Willow Valley Rd),Yuba/Deer,0.7899000049,2016
DC 26 (Little Deer Creek),Yuba/Deer,0.7019000053,2016
DC 40 (WWTP),Yuba/Deer,0.7810999751,2016
DC 80 (b4 LWW),Yuba/Deer,0.6840000153,2016
DC 116 (Squirrel b4 Deer),Yuba/Deer,0.5985000134,2016
DC 110 (Deer Creek Ranch),Yuba/Deer,0.5989999771,2016
EF NF American,American,0.8095999956,2017
Fulda,American,0.7526999712,2017
S Fk Silver,American,0.4997000098,2017
Onion,American,0.7261000276,2017
Onion V,American,0.8389000297,2017
Traverse,American,0.5109000206,2017
CEDEN Monumental Creek,American,0.7378000021,2017
Lyons Cr,American,0.5995000005,2017
Jones Fork Silver Cr,American,0.7156999707,2017
American R (Middle Fork),American,0.7526000142,2017
CEDEN Pilot Creek 0.7mi below Plum Cr.,American,0.4550000131,2017
CEDEN Monumental Creek ~2.1mi above EF NF of NF American R.,American,0.7378000021,2017
CEDEN Silver Fork American River at Silver Fork Rd.,American,0.6205999851,2017
CEDEN Cold Stream ~0.9mi below Rice Cyn. Cr.,American,0.5519000292,2017
BR 10 (headwaters),Bear,0.7520999908,2017
BR 22 (Steephollow),Bear,0.7404000163,2017
BR 55 (Dry Creek Spenceville),Bear,0.2809999883,2017
Above Jackrabbit Bridge,Burney Cr,0.6804999709,2017
Cat,Cosumnes,0.7899000049,2017
Cosumnes,Cosumnes,0.8141999841,2017
Consumnes R (North Fork),Cosumnes,0.6970999837,2017
CEDEN Grizzly Creek above Grizzly Forebay,Feather,0.7978000045,2017
CEDEN Spanish Creek below Greenhorn Creek,Feather,0.6902999878,2017
Below Twin Bridges CG,Hat Cr,0.5554999709,2017
Above Moose Camp,Hatchet Cr,0.7773000002,2017
Below Lassen Cr C.G.,LassenCr,0.6223000288,2017
Nelson,MF Feather,0.8137999773,2017
EF Nelson,MF Feather,0.7358000278,2017
Cascade Cr,MF Feather,0.8521999717,2017
Sulfur Cr,MF Feather,0.6208999753,2017
Jameson Cr,MF Feather,0.7447999716,2017
Onion Valley Cr,MF Feather,0.8590000272,2017
Poplar Cr,MF Feather,0.7031999826,2017
Nelson Cr,MF Feather,0.7796999812,2017
McCloud,McCloud,0.6791999936,2017
Moosehead,McCloud,0.8511999846,2017
OC 10 (Oregon Creek),Middle Yuba,0.7163000107,2017
Warner,NF Feather,0.5965999961,2017
Grassy Swale,NF Feather,0.6769999862,2017
Meadow Valley Cr,NF Feather,0.6186000109,2017
Spanish Cr,NF Feather,0.6276999712,2017
Wolf Cr,NF Feather,0.6704999804,2017
Butt Cr,NF Feather,0.6254000068,2017
Feather R (North Fork),NF Feather,0.6722000241,2017
Below Jess Valley Bridge,Pit R (South Fork),0.3524000049,2017
Butte,Sacramento,0.7598999739,2017
Willow Butte,Sacramento,0.7192999721,2017
Deer Cr,Sacramento,0.6610000134,2017
Mill Cr,Sacramento,0.7832999825,2017
Martin Cr,Sacramento,0.5777000189,2017
CEDEN Big Chico Creek ~1.6mi below Ponderosa Way,Sacramento,0.6980999708,2017
Clark Fork of Stanislaus R,Stanislaus,0.6029000282,2017
Arnot Cr,Stanislaus,0.5737000108,2017
CEDEN Arnot Cr 1,Stanislaus,0.6384000182,2017
CEDEN Coyote Creek Natural Bridges,Stanislaus,0.4356000125,2017
Jawbone Cr,Tuolumne,0.5110999942,2017
CEDEN Jawbone Creek ~0.9mi above Crane Cr.,Tuolumne,0.3345000148,2017
CEDEN Jawbone Creek ~1.8mi below Crane Cr.,Tuolumne,0.3923999965,2017
"CEDEN Tuolumne River, NF ~0.6mi below Basin Cr.",Tuolumne,0.7085999846,2017
Fall,Yuba,0.755400002,2017
Haypress,Yuba,0.801699996,2017
Pauley,Yuba,0.8646000028,2017
North Yuba,Yuba,0.690599978,2017
Middle Yuba @Foote Xing,Yuba,0.7978000045,2017
Rock,Yuba,0.8504999876,2017
Shady,Yuba,0.673699975,2017
CEDEN Oregon Creek,Yuba,0.7851999998,2017
Oregon Cr (actually appears to be Millers Creek),Yuba,0.8500999808,2017
Fall Cr,Yuba,0.6966999769,2017
CEDEN Oregon Creek 0.85 mi d/s Gale Cr.,Yuba,0.7851999998,2017
CEDEN Lincoln Creek,Yuba,0.6536999941,2017
CEDEN Slate Creek (USFS),Yuba,0.7293999791,2017
DC 10 (headwaters),Yuba/Deer,0.8458999991,2017
DC 20 (Willow Valley Rd),Yuba/Deer,0.768599987,2017
DC 26 (Little Deer Creek),Yuba/Deer,0.6639999747,2017
DC 40 (WWTP),Yuba/Deer,0.7900999784,2017
DC 80 (b4 LWW),Yuba/Deer,0.6344000101,2017
DC 116 (Squirrel b4 Deer),Yuba/Deer,0.6018000245,2017
