Creek,Watershed,Mean_NDVI,WY
DC 110 (Deer Creek Ranch),Yuba/Deer,0.614199996,2017
EF NF American,American,0.8169000149,2018
Fulda,American,0.7278000116,2018
S Fk Silver,American,0.4242999852,2018
Onion,American,0.7506999969,2018
Onion V,American,0.8026000261,2018
Traverse,American,0.4801999927,2018
CEDEN Monumental Creek,American,0.7215999961,2018
Lyons Cr,American,0.5590999722,2018
Jones Fork Silver Cr,American,0.5554999709,2018
American R (Middle Fork),American,0.7544999719,2018
CEDEN Pilot Creek 0.7mi below Plum Cr.,American,0.3869999945,2018
CEDEN Monumental Creek ~2.1mi above EF NF of NF American R.,American,0.7215999961,2018
CEDEN Silver Fork American River at Silver Fork Rd.,American,0.5744000077,2018
CEDEN Cold Stream ~0.9mi below Rice Cyn. Cr.,American,0.5658000112,2018
BR 10 (headwaters),Bear,0.7093999982,2018
BR 22 (Steephollow),Bear,0.6668000221,2018
BR 55 (Dry Creek Spenceville),Bear,0.3124000132,2018
Above Jackrabbit Bridge,Burney Cr,0.679799974,2018
Cat,Cosumnes,0.7526999712,2018
Cosumnes,Cosumnes,0.793299973,2018
Consumnes R (North Fork),Cosumnes,0.6757000089,2018
CEDEN Grizzly Creek above Grizzly Forebay,Feather,0.744599998,2018
CEDEN Spanish Creek below Greenhorn Creek,Feather,0.6227999926,2018
Below Twin Bridges CG,Hat Cr,0.5465999842,2018
Above Moose Camp,Hatchet Cr,0.741599977,2018
Below Lassen Cr C.G.,LassenCr,0.6277999878,2018
Nelson,MF Feather,0.7979999781,2018
EF Nelson,MF Feather,0.6646999717,2018
Cascade Cr,MF Feather,0.8145999908,2018
Sulfur Cr,MF Feather,0.5367000103,2018
Jameson Cr,MF Feather,0.7148000002,2018
Onion Valley Cr,MF Feather,0.8468000293,2018
Poplar Cr,MF Feather,0.6740999818,2018
Nelson Cr,MF Feather,0.8012999892,2018
McCloud,McCloud,0.6575000286,2018
Moosehead,McCloud,0.8264999986,2018
OC 10 (Oregon Creek),Middle Yuba,0.72299999,2018
Warner,NF Feather,0.5816000104,2018
Grassy Swale,NF Feather,0.6502000093,2018
Meadow Valley Cr,NF Feather,0.5394999981,2018
Spanish Cr,NF Feather,0.6279000044,2018
Wolf Cr,NF Feather,0.6559000015,2018
Butt Cr,NF Feather,0.5608000159,2018
Feather R (North Fork),NF Feather,0.5863999724,2018
Below Jess Valley Bridge,Pit R (South Fork),0.329400003,2018
Butte,Sacramento,0.7425000072,2018
Willow Butte,Sacramento,0.6901000142,2018
Deer Cr,Sacramento,0.6571000218,2018
Mill Cr,Sacramento,0.6613000035,2018
Martin Cr,Sacramento,0.5440000296,2018
CEDEN Big Chico Creek ~1.6mi below Ponderosa Way,Sacramento,0.6700000167,2018
Clark Fork of Stanislaus R,Stanislaus,0.5433999896,2018
Arnot Cr,Stanislaus,0.4957000017,2018
CEDEN Arnot Cr 1,Stanislaus,0.5230000019,2018
CEDEN Coyote Creek Natural Bridges,Stanislaus,0.4304000139,2018
Jawbone Cr,Tuolumne,0.4762000144,2018
CEDEN Jawbone Creek ~0.9mi above Crane Cr.,Tuolumne,0.3359000087,2018
CEDEN Jawbone Creek ~1.8mi below Crane Cr.,Tuolumne,0.3928000033,2018
"CEDEN Tuolumne River, NF ~0.6mi below Basin Cr.",Tuolumne,0.6789000034,2018
Fall,Yuba,0.7215999961,2018
Haypress,Yuba,0.7451000214,2018
Pauley,Yuba,0.8349999785,2018
North Yuba,Yuba,0.6453999877,2018
Middle Yuba @Foote Xing,Yuba,0.8011000156,2018
Rock,Yuba,0.8248000145,2018
Shady,Yuba,0.6977000237,2018
CEDEN Oregon Creek,Yuba,0.7612000108,2018
Oregon Cr (actually appears to be Millers Creek),Yuba,0.83950001,2018
Fall Cr,Yuba,0.6841999888,2018
CEDEN Oregon Creek 0.85 mi d/s Gale Cr.,Yuba,0.7612000108,2018
CEDEN Lincoln Creek,Yuba,0.5612000227,2018
CEDEN Slate Creek (USFS),Yuba,0.6151999831,2018
DC 10 (headwaters),Yuba/Deer,0.8244000077,2018
DC 20 (Willow Valley Rd),Yuba/Deer,0.7778000236,2018
DC 26 (Little Deer Creek),Yuba/Deer,0.6818000078,2018
DC 40 (WWTP),Yuba/Deer,0.8041999936,2018
DC 80 (b4 LWW),Yuba/Deer,0.6413999796,2018
DC 116 (Squirrel b4 Deer),Yuba/Deer,0.5960999727,2018
DC 110 (Deer Creek Ranch),Yuba/Deer,0.5684999824,2018
EF NF American,American,0.8438000083,2019
Fulda,American,0.7806000113,2019
S Fk Silver,American,0.5748999715,2019
Onion,American,0.7712000012,2019
Onion V,American,0.8248000145,2019
Traverse,American,0.4691999853,2019
CEDEN Monumental Creek,American,0.763199985,2019
Lyons Cr,American,0.6291000247,2019
Jones Fork Silver Cr,American,0.6880999804,2019
American R (Middle Fork),American,0.7526000142,2019
CEDEN Pilot Creek 0.7mi below Plum Cr.,American,0.5152999759,2019
CEDEN Monumental Creek ~2.1mi above EF NF of NF American R.,American,0.763199985,2019
CEDEN Silver Fork American River at Silver Fork Rd.,American,0.5195999742,2019
CEDEN Cold Stream ~0.9mi below Rice Cyn. Cr.,American,0.5633000135,2019
BR 10 (headwaters),Bear,0.7348999977,2019
BR 22 (Steephollow),Bear,0.7214999795,2019
BR 55 (Dry Creek Spenceville),Bear,0.3684999943,2019
Above Jackrabbit Bridge,Burney Cr,0.7203000188,2019
Cat,Cosumnes,0.7846999764,2019
Cosumnes,Cosumnes,0.824000001,2019
Consumnes R (North Fork),Cosumnes,0.7481999993,2019
CEDEN Grizzly Creek above Grizzly Forebay,Feather,0.733799994,2019
CEDEN Spanish Creek below Greenhorn Creek,Feather,0.6690000296,2019
Below Twin Bridges CG,Hat Cr,0.565599978,2019
Above Moose Camp,Hatchet Cr,0.7922000289,2019
Below Lassen Cr C.G.,LassenCr,0.6528999805,2019
Nelson,MF Feather,0.8245000243,2019
EF Nelson,MF Feather,0.7835999727,2019
Cascade Cr,MF Feather,0.8507000208,2019
Sulfur Cr,MF Feather,0.5593000054,2019
Jameson Cr,MF Feather,0.7238000035,2019
Onion Valley Cr,MF Feather,0.8410999775,2019
Poplar Cr,MF Feather,0.7020000219,2019
Nelson Cr,MF Feather,0.8381000161,2019
McCloud,McCloud,0.7699999809,2019
Moosehead,McCloud,0.8826000094,2019
OC 10 (Oregon Creek),Middle Yuba,0.7659000158,2019
Warner,NF Feather,0.6330000162,2019
Grassy Swale,NF Feather,0.6603000164,2019
Meadow Valley Cr,NF Feather,0.6542999744,2019
Spanish Cr,NF Feather,0.6536999941,2019
Wolf Cr,NF Feather,0.6933000088,2019
Butt Cr,NF Feather,0.6557999849,2019
Feather R (North Fork),NF Feather,0.6144000292,2019
Below Jess Valley Bridge,Pit R (South Fork),0.3576000035,2019
Butte,Sacramento,0.7821999788,2019
Willow Butte,Sacramento,0.7340000272,2019
Deer Cr,Sacramento,0.7001000047,2019
Mill Cr,Sacramento,0.712100029,2019
Martin Cr,Sacramento,0.5838000178,2019
CEDEN Big Chico Creek ~1.6mi below Ponderosa Way,Sacramento,0.7159000039,2019
Clark Fork of Stanislaus R,Stanislaus,0.5708000064,2019
Arnot Cr,Stanislaus,0.5105999708,2019
CEDEN Arnot Cr 1,Stanislaus,0.4806999862,2019
CEDEN Coyote Creek Natural Bridges,Stanislaus,0.5235999823,2019
Jawbone Cr,Tuolumne,0.5379999876,2019
CEDEN Jawbone Creek ~0.9mi above Crane Cr.,Tuolumne,0.4004999995,2019
CEDEN Jawbone Creek ~1.8mi below Crane Cr.,Tuolumne,0.4165000021,2019
"CEDEN Tuolumne River, NF ~0.6mi below Basin Cr.",Tuolumne,0.7293999791,2019
Fall,Yuba,0.817900002,2019
Haypress,Yuba,0.774699986,2019
Pauley,Yuba,0.8461999893,2019
North Yuba,Yuba,0.8098999858,2019
Middle Yuba @Foote Xing,Yuba,0.7713999748,2019
Rock,Yuba,0.872600019,2019
Shady,Yuba,0.7221999764,2019
CEDEN Oregon Creek,Yuba,0.8113999963,2019
Oregon Cr (actually appears to be Millers Creek),Yuba,0.8421999812,2019
Fall Cr,Yuba,0.7354000211,2019
CEDEN Oregon Creek 0.85 mi d/s Gale Cr.,Yuba,0.8113999963,2019
CEDEN Lincoln Creek,Yuba,0.6704999804,2019
CEDEN Slate Creek (USFS),Yuba,0.6891999841,2019
DC 10 (headwaters),Yuba/Deer,0.8567000031,2019
DC 20 (Willow Valley Rd),Yuba/Deer,0.8259000182,2019
DC 26 (Little Deer Creek),Yuba/Deer,0.7286999822,2019
DC 40 (WWTP),Yuba/Deer,0.8230999708,2019
DC 80 (b4 LWW),Yuba/Deer,0.733099997,2019
DC 116 (Squirrel b4 Deer),Yuba/Deer,0.6728000045,2019
DC 110 (Deer Creek Ranch),Yuba/Deer,0.6460000277,2019
EF NF American,American,0.8120999932,2020
Fulda,American,0.7354000211,2020
S Fk Silver,American,0.4546000063,2020
Onion,American,0.635800004,2020
Onion V,American,0.7936000228,2020
Traverse,American,0.4706999958,2020
CEDEN Monumental Creek,American,0.7407000065,2020
Lyons Cr,American,0.6392999887,2020
Jones Fork Silver Cr,American,0.6133999825,2020
American R (Middle Fork),American,0.7042999864,2020
CEDEN Pilot Creek 0.7mi below Plum Cr.,American,0.4244000018,2020
CEDEN Monumental Creek ~2.1mi above EF NF of NF American R.,American,0.7407000065,2020
CEDEN Silver Fork American River at Silver Fork Rd.,American,0.5554000139,2020
CEDEN Cold Stream ~0.9mi below Rice Cyn. Cr.,American,0.507700026,2020
BR 10 (headwaters),Bear,0.7082999945,2020
BR 22 (Steephollow),Bear,0.7017999887,2020
BR 55 (Dry Creek Spenceville),Bear,0.3388999999,2020
Above Jackrabbit Bridge,Burney Cr,0.6398000121,2020
Cat,Cosumnes,0.7710000277,2020
Cosumnes,Cosumnes,0.8226000071,2020
Consumnes R (North Fork),Cosumnes,0.6895999908,2020
CEDEN Grizzly Creek above Grizzly Forebay,Feather,0.6992999911,2020
CEDEN Spanish Creek below Greenhorn Creek,Feather,0.6535000205,2020
Below Twin Bridges CG,Hat Cr,0.5821999907,2020
Above Moose Camp,Hatchet Cr,0.7821999788,2020
Below Lassen Cr C.G.,LassenCr,0.638100028,2020
Nelson,MF Feather,0.8025000095,2020
EF Nelson,MF Feather,0.6974999905,2020
Cascade Cr,MF Feather,0.1604000032,2020
Sulfur Cr,MF Feather,0.5899000168,2020
Jameson Cr,MF Feather,0.6615999937,2020
Onion Valley Cr,MF Feather,0.4499000013,2020
Poplar Cr,MF Feather,0.6758999825,2020
Nelson Cr,MF Feather,0.7756999731,2020
McCloud,McCloud,0.7390999794,2020
Moosehead,McCloud,0.8381999731,2020
OC 10 (Oregon Creek),Middle Yuba,0.6908000112,2020
Warner,NF Feather,0.6356999874,2020
Grassy Swale,NF Feather,0.6786000133,2020
Meadow Valley Cr,NF Feather,0.6086000204,2020
Spanish Cr,NF Feather,0.6396999955,2020
Wolf Cr,NF Feather,0.6672999859,2020
Butt Cr,NF Feather,0.6019999981,2020
Feather R (North Fork),NF Feather,0.6963000298,2020
Below Jess Valley Bridge,Pit R (South Fork),0.3373999894,2020
Butte,Sacramento,0.7081000209,2020
Willow Butte,Sacramento,0.7125999928,2020
Deer Cr,Sacramento,0.699000001,2020
Mill Cr,Sacramento,0.7192000151,2020
Martin Cr,Sacramento,0.5643000007,2020
CEDEN Big Chico Creek ~1.6mi below Ponderosa Way,Sacramento,0.6500999928,2020
Clark Fork of Stanislaus R,Stanislaus,0.59799999,2020
Arnot Cr,Stanislaus,0.5174999833,2020
CEDEN Arnot Cr 1,Stanislaus,0.4537999928,2020
CEDEN Coyote Creek Natural Bridges,Stanislaus,0.4722000062,2020
Jawbone Cr,Tuolumne,0.5005000234,2020
CEDEN Jawbone Creek ~0.9mi above Crane Cr.,Tuolumne,0.3750999868,2020
CEDEN Jawbone Creek ~1.8mi below Crane Cr.,Tuolumne,0.4160000086,2020
"CEDEN Tuolumne River, NF ~0.6mi below Basin Cr.",Tuolumne,0.6988000274,2020
Fall,Yuba,0.8252000213,2020
Haypress,Yuba,0.7760999799,2020
Pauley,Yuba,0.8316000104,2020
North Yuba,Yuba,0.7035999894,2020
Middle Yuba @Foote Xing,Yuba,0.7720999718,2020
Rock,Yuba,0.825600028,2020
Shady,Yuba,0.6333000064,2020
CEDEN Oregon Creek,Yuba,0.7936000228,2020
Oregon Cr (actually appears to be Millers Creek),Yuba,0.8374999762,2020
Fall Cr,Yuba,0.3172999918,2020
CEDEN Oregon Creek 0.85 mi d/s Gale Cr.,Yuba,0.7936000228,2020
CEDEN Lincoln Creek,Yuba,0.6409999728,2020
CEDEN Slate Creek (USFS),Yuba,0.7131000161,2020
DC 10 (headwaters),Yuba/Deer,0.7720000148,2020
DC 20 (Willow Valley Rd),Yuba/Deer,0.7850000262,2020
DC 26 (Little Deer Creek),Yuba/Deer,0.7200999856,2020
DC 40 (WWTP),Yuba/Deer,0.7713999748,2020
DC 80 (b4 LWW),Yuba/Deer,0.6094999909,2020
DC 116 (Squirrel b4 Deer),Yuba/Deer,0.6128000021,2020
DC 110 (Deer Creek Ranch),Yuba/Deer,0.5971000195,2020
EF NF American,American,0.7864999771,2021
Fulda,American,0.7153999805,2021
S Fk Silver,American,0.4453999996,2021
Onion,American,0.703700006,2021
Onion V,American,0.7864999771,2021
Traverse,American,0.5253999829,2021
CEDEN Monumental Creek,American,0.7440000176,2021
Lyons Cr,American,0.6449999809,2021
Jones Fork Silver Cr,American,0.5504000187,2021
American R (Middle Fork),American,0.6636999846,2021
CEDEN Pilot Creek 0.7mi below Plum Cr.,American,0.467599988,2021
CEDEN Monumental Creek ~2.1mi above EF NF of NF American R.,American,0.7440000176,2021
CEDEN Silver Fork American River at Silver Fork Rd.,American,0.4336999953,2021
CEDEN Cold Stream ~0.9mi below Rice Cyn. Cr.,American,0.5461999774,2021
BR 10 (headwaters),Bear,0.7031999826,2021
BR 22 (Steephollow),Bear,0.7605999708,2021
BR 55 (Dry Creek Spenceville),Bear,0.3829999864,2021
Above Jackrabbit Bridge,Burney Cr,0.565599978,2021
Cat,Cosumnes,0.7297000289,2021
Cosumnes,Cosumnes,0.7639999986,2021
Consumnes R (North Fork),Cosumnes,0.2461999953,2021
CEDEN Grizzly Creek above Grizzly Forebay,Feather,0.7429999709,2021
CEDEN Spanish Creek below Greenhorn Creek,Feather,0.616599977,2021
Below Twin Bridges CG,Hat Cr,0.5551000237,2021
Above Moose Camp,Hatchet Cr,0.8080000281,2021
Below Lassen Cr C.G.,LassenCr,0.6360999942,2021
Nelson,MF Feather,0.7965999842,2021
EF Nelson,MF Feather,0.7132999897,2021
Cascade Cr,MF Feather,0.3984999955,2021
Sulfur Cr,MF Feather,0.6455000043,2021
Jameson Cr,MF Feather,0.7663999796,2021
Onion Valley Cr,MF Feather,0.4165000021,2021
Poplar Cr,MF Feather,0.7016999722,2021
Nelson Cr,MF Feather,0.7569000125,2021
McCloud,McCloud,0.7376999855,2021
Moosehead,McCloud,0.8619999886,2021
OC 10 (Oregon Creek),Middle Yuba,0.695299983,2021
Warner,NF Feather,0.3106999993,2021
Grassy Swale,NF Feather,0.4964999855,2021
Meadow Valley Cr,NF Feather,0.5981000066,2021
Spanish Cr,NF Feather,0.6539999843,2021
Wolf Cr,NF Feather,0.6065999866,2021
Butt Cr,NF Feather,0.5440000296,2021
Feather R (North Fork),NF Feather,0.4708999991,2021
Below Jess Valley Bridge,Pit R (South Fork),0.3528000116,2021
Butte,Sacramento,0.6955999732,2021
Willow Butte,Sacramento,0.6654000282,2021
Deer Cr,Sacramento,0.6463999748,2021
Mill Cr,Sacramento,0.7024000287,2021
Martin Cr,Sacramento,0.538500011,2021
CEDEN Big Chico Creek ~1.6mi below Ponderosa Way,Sacramento,0.6371999979,2021
Clark Fork of Stanislaus R,Stanislaus,0.5705999732,2021
Arnot Cr,Stanislaus,0.4964999855,2021
CEDEN Arnot Cr 1,Stanislaus,0.4736000001,2021
CEDEN Coyote Creek Natural Bridges,Stanislaus,0.4483999908,2021
Jawbone Cr,Tuolumne,0.4422000051,2021
CEDEN Jawbone Creek ~0.9mi above Crane Cr.,Tuolumne,0.3614000082,2021
CEDEN Jawbone Creek ~1.8mi below Crane Cr.,Tuolumne,0.3964999914,2021
"CEDEN Tuolumne River, NF ~0.6mi below Basin Cr.",Tuolumne,0.6570000052,2021
Fall,Yuba,0.7634000182,2021
Haypress,Yuba,0.7868999839,2021
Pauley,Yuba,0.8141000271,2021
North Yuba,Yuba,0.7092999816,2021
Middle Yuba @Foote Xing,Yuba,0.7919999957,2021
Rock,Yuba,0.8316000104,2021
Shady,Yuba,0.6395000219,2021
CEDEN Oregon Creek,Yuba,0.8109999895,2021
Oregon Cr (actually appears to be Millers Creek),Yuba,0.8245000243,2021
Fall Cr,Yuba,0.3316999972,2021
CEDEN Oregon Creek 0.85 mi d/s Gale Cr.,Yuba,0.8109999895,2021
CEDEN Lincoln Creek,Yuba,0.5928000212,2021
CEDEN Slate Creek (USFS),Yuba,0.6697000265,2021
DC 10 (headwaters),Yuba/Deer,0.8381999731,2021
DC 20 (Willow Valley Rd),Yuba/Deer,0.7910000086,2021
DC 26 (Little Deer Creek),Yuba/Deer,0.7095999718,2021
DC 40 (WWTP),Yuba/Deer,0.7899000049,2021
DC 80 (b4 LWW),Yuba/Deer,0.6356999874,2021
DC 116 (Squirrel b4 Deer),Yuba/Deer,0.6369000077,2021
DC 110 (Deer Creek Ranch),Yuba/Deer,0.6374999881,2021
EF NF American,American,0.7987999916,2022
Fulda,American,0.747600019,2022
S Fk Silver,American,0.4988999963,2022
Onion,American,0.7340000272,2022
Onion V,American,0.8361999989,2022
Traverse,American,0.4404000044,2022
CEDEN Monumental Creek,American,0.7362999916,2022
Lyons Cr,American,0.6804999709,2022
Jones Fork Silver Cr,American,0.5946999788,2022
American R (Middle Fork),American,0.7132999897,2022
CEDEN Pilot Creek 0.7mi below Plum Cr.,American,0.4641000032,2022
CEDEN Monumental Creek ~2.1mi above EF NF of NF American R.,American,0.7362999916,2022
CEDEN Silver Fork American River at Silver Fork Rd.,American,0.4277999997,2022
CEDEN Cold Stream ~0.9mi below Rice Cyn. Cr.,American,0.5691999793,2022
BR 10 (headwaters),Bear,0.7340999842,2022
BR 22 (Steephollow),Bear,0.7681000233,2022
BR 55 (Dry Creek Spenceville),Bear,0.3079999983,2022
Above Jackrabbit Bridge,Burney Cr,0.5820999742,2022
Cat,Cosumnes,0.7537999749,2022
Cosumnes,Cosumnes,0.831099987,2022
Consumnes R (North Fork),Cosumnes,0.2782999873,2022
CEDEN Grizzly Creek above Grizzly Forebay,Feather,0.7537000179,2022
CEDEN Spanish Creek below Greenhorn Creek,Feather,0.6468999982,2022
Below Twin Bridges CG,Hat Cr,0.5565000176,2022
Above Moose Camp,Hatchet Cr,0.8241000175,2022
Below Lassen Cr C.G.,LassenCr,0.6248999834,2022
Nelson,MF Feather,0.8087000251,2022
EF Nelson,MF Feather,0.7218000293,2022
Cascade Cr,MF Feather,0.40169999,2022
Sulfur Cr,MF Feather,0.6656000018,2022
Jameson Cr,MF Feather,0.7254999876,2022
Onion Valley Cr,MF Feather,0.4419000149,2022
Poplar Cr,MF Feather,0.6571000218,2022
Nelson Cr,MF Feather,0.7806000113,2022
McCloud,McCloud,0.7416999936,2022
Moosehead,McCloud,0.858799994,2022
OC 10 (Oregon Creek),Middle Yuba,0.7174000144,2022
Warner,NF Feather,0.2935000062,2022
Grassy Swale,NF Feather,0.4959000051,2022
Meadow Valley Cr,NF Feather,0.5934000015,2022
Spanish Cr,NF Feather,0.6621000171,2022
Wolf Cr,NF Feather,0.5029000044,2022
Butt Cr,NF Feather,0.5752999783,2022
Feather R (North Fork),NF Feather,0.5041000247,2022
Below Jess Valley Bridge,Pit R (South Fork),0.3353999853,2022
Butte,Sacramento,0.7325999737,2022
Willow Butte,Sacramento,0.7311999798,2022
Deer Cr,Sacramento,0.6861000061,2022
Mill Cr,Sacramento,0.736100018,2022
Martin Cr,Sacramento,0.5792999864,2022
CEDEN Big Chico Creek ~1.6mi below Ponderosa Way,Sacramento,0.643599987,2022
Clark Fork of Stanislaus R,Stanislaus,0.5468999743,2022
Arnot Cr,Stanislaus,0.5170000196,2022
CEDEN Arnot Cr 1,Stanislaus,0.4912,2022
CEDEN Coyote Creek Natural Bridges,Stanislaus,0.4363999963,2022
Jawbone Cr,Tuolumne,0.4415999949,2022
CEDEN Jawbone Creek ~0.9mi above Crane Cr.,Tuolumne,0.4481999874,2022
CEDEN Jawbone Creek ~1.8mi below Crane Cr.,Tuolumne,0.481099993,2022
"CEDEN Tuolumne River, NF ~0.6mi below Basin Cr.",Tuolumne,0.6664999723,2022
Fall,Yuba,0.7745000124,2022
Haypress,Yuba,0.7883999944,2022
Pauley,Yuba,0.8410999775,2022
North Yuba,Yuba,0.7170000076,2022
Middle Yuba @Foote Xing,Yuba,0.7652000189,2022
Rock,Yuba,0.8324999809,2022
Shady,Yuba,0.6762999892,2022
CEDEN Oregon Creek,Yuba,0.7296000123,2022
Oregon Cr (actually appears to be Millers Creek),Yuba,0.8338000178,2022
Fall Cr,Yuba,0.33950001,2022
CEDEN Oregon Creek 0.85 mi d/s Gale Cr.,Yuba,0.7296000123,2022
CEDEN Lincoln Creek,Yuba,0.5523999929,2022
CEDEN Slate Creek (USFS),Yuba,0.6032999754,2022
DC 10 (headwaters),Yuba/Deer,0.8057000041,2022
DC 20 (Willow Valley Rd),Yuba/Deer,0.7675999999,2022
DC 26 (Little Deer Creek),Yuba/Deer,0.6836000085,2022
DC 40 (WWTP),Yuba/Deer,0.7868999839,2022
DC 80 (b4 LWW),Yuba/Deer,0.6571000218,2022
DC 116 (Squirrel b4 Deer),Yuba/Deer,0.5855000019,2022
DC 110 (Deer Creek Ranch),Yuba/Deer,0.6177999973,2022
EF NF American,American,0.8238999844,2023
Fulda,American,0.793299973,2023
S Fk Silver,American,0.5256000161,2023
Onion,American,0.7480999827,2023
Onion V,American,0.8223999739,2023
Traverse,American,0.5034000278,2023
CEDEN Monumental Creek,American,0.7468000054,2023
Lyons Cr,American,0.6424999833,2023
Jones Fork Silver Cr,American,0.6363000274,2023
American R (Middle Fork),American,0.7110000253,2023
CEDEN Pilot Creek 0.7mi below Plum Cr.,American,0.4663000107,2023
CEDEN Monumental Creek ~2.1mi above EF NF of NF American R.,American,0.7468000054,2023
CEDEN Silver Fork American River at Silver Fork Rd.,American,0.506099999,2023
CEDEN Cold Stream ~0.9mi below Rice Cyn. Cr.,American,0.5838999748,2023
BR 10 (headwaters),Bear,0.7541000247,2023
BR 22 (Steephollow),Bear,0.7153999805,2023
BR 55 (Dry Creek Spenceville),Bear,0.3689999878,2023
Above Jackrabbit Bridge,Burney Cr,0.6636999846,2023
Cat,Cosumnes,0.7459999919,2023
Cosumnes,Cosumnes,0.837199986,2023
Consumnes R (North Fork),Cosumnes,0.3222999871,2023
CEDEN Grizzly Creek above Grizzly Forebay,Feather,0.7501999736,2023
CEDEN Spanish Creek below Greenhorn Creek,Feather,0.6432999969,2023
Below Twin Bridges CG,Hat Cr,0.5651999712,2023
Above Moose Camp,Hatchet Cr,0.8201000094,2023
Below Lassen Cr C.G.,LassenCr,0.6636999846,2023
Nelson,MF Feather,0.8188999891,2023
EF Nelson,MF Feather,0.7386000156,2023
Cascade Cr,MF Feather,0.638899982,2023
Sulfur Cr,MF Feather,0.5996999741,2023
Jameson Cr,MF Feather,0.7204999924,2023
Onion Valley Cr,MF Feather,0.5663999915,2023
Poplar Cr,MF Feather,0.7141000032,2023
Nelson Cr,MF Feather,0.814800024,2023
McCloud,McCloud,0.7433999777,2023
Moosehead,McCloud,0.8485000134,2023
OC 10 (Oregon Creek),Middle Yuba,0.7502999902,2023
Warner,NF Feather,0.2991000116,2023
Grassy Swale,NF Feather,0.3722000122,2023
Meadow Valley Cr,NF Feather,0.6779999733,2023
Spanish Cr,NF Feather,0.6101999879,2023
Wolf Cr,NF Feather,0.5511000156,2023
Butt Cr,NF Feather,0.6274999976,2023
Feather R (North Fork),NF Feather,0.4142000079,2023
Below Jess Valley Bridge,Pit R (South Fork),0.383100003,2023
Butte,Sacramento,0.739199996,2023
Willow Butte,Sacramento,0.7315000296,2023
Deer Cr,Sacramento,0.7451000214,2023
Mill Cr,Sacramento,0.6912999749,2023
Martin Cr,Sacramento,0.59799999,2023
CEDEN Big Chico Creek ~1.6mi below Ponderosa Way,Sacramento,0.6592000127,2023
Clark Fork of Stanislaus R,Stanislaus,0.6031000018,2023
Arnot Cr,Stanislaus,0.556400001,2023
CEDEN Arnot Cr 1,Stanislaus,0.5500000119,2023
CEDEN Coyote Creek Natural Bridges,Stanislaus,0.5174999833,2023
Jawbone Cr,Tuolumne,0.4930999875,2023
CEDEN Jawbone Creek ~0.9mi above Crane Cr.,Tuolumne,0.5095999837,2023
CEDEN Jawbone Creek ~1.8mi below Crane Cr.,Tuolumne,0.5501999855,2023
"CEDEN Tuolumne River, NF ~0.6mi below Basin Cr.",Tuolumne,0.7347999811,2023
Fall,Yuba,0.7749999762,2023
Haypress,Yuba,0.8018000126,2023
Pauley,Yuba,0.8593999743,2023
North Yuba,Yuba,0.7221000195,2023
Middle Yuba @Foote Xing,Yuba,0.8001000285,2023
Rock,Yuba,0.8590000272,2023
Shady,Yuba,0.6647999883,2023
CEDEN Oregon Creek,Yuba,0.7756000161,2023
Oregon Cr (actually appears to be Millers Creek),Yuba,0.8654999733,2023
Fall Cr,Yuba,0.3242000043,2023
CEDEN Oregon Creek 0.85 mi d/s Gale Cr.,Yuba,0.7756000161,2023
CEDEN Lincoln Creek,Yuba,0.6455000043,2023
CEDEN Slate Creek (USFS),Yuba,0.7318000197,2023
DC 10 (headwaters),Yuba/Deer,0.8360999823,2023
DC 20 (Willow Valley Rd),Yuba/Deer,0.8079000115,2023
DC 26 (Little Deer Creek),Yuba/Deer,0.6725000143,2023
DC 40 (WWTP),Yuba/Deer,0.7911999822,2023
DC 80 (b4 LWW),Yuba/Deer,0.6737999916,2023
DC 116 (Squirrel b4 Deer),Yuba/Deer,0.6632000208,2023
DC 110 (Deer Creek Ranch),Yuba/Deer,0.6359000206,2023